user_id,variant,pre_signup_value,device,country,converted,revenue
2751,control,12.66,mobile,PH,1,15.84
2752,treatment,76.98,desktop,ID,1,9.21
2753,treatment,23.05,mobile,MY,0,0.0
2754,control,32.72,mobile,ID,0,0.0
2755,control,5.88,mobile,PH,0,0.0
2756,treatment,35.76,mobile,MY,0,0.0
2757,treatment,8.91,desktop,PH,0,0.0
2758,treatment,5.77,mobile,ID,0,0.0
2759,control,27.71,desktop,SG,0,0.0
2760,treatment,61.14,desktop,SG,1,16.15
2761,control,14.4,desktop,PH,0,0.0
2762,control,10.16,mobile,MY,0,0.0
2763,control,55.6,mobile,SG,0,0.0
2764,treatment,49.84,mobile,SG,0,0.0
2765,treatment,24.7,mobile,ID,0,0.0
2766,control,31.99,mobile,ID,0,0.0
2767,treatment,10.54,mobile,MY,0,0.0
2768,control,7.97,mobile,MY,0,0.0
2769,treatment,7.09,mobile,ID,0,0.0
2770,control,19.36,desktop,PH,0,0.0
2771,treatment,43.7,mobile,SG,0,0.0
2772,treatment,19.58,mobile,SG,1,26.21
2773,control,25.68,mobile,SG,0,0.0
2774,treatment,41.09,mobile,ID,0,0.0
2775,treatment,2.57,mobile,VN,0,0.0
2776,treatment,48.32,mobile,MY,0,0.0
2777,treatment,32.19,mobile,SG,0,0.0
2778,control,10.19,desktop,ID,0,0.0
2779,treatment,20.93,mobile,SG,1,31.2
2780,control,6.07,mobile,PH,0,0.0
2781,treatment,37.91,mobile,ID,0,0.0
2782,treatment,25.43,mobile,MY,0,0.0
2783,treatment,21.19,desktop,VN,0,0.0
2784,treatment,7.98,mobile,ID,0,0.0
2785,treatment,33.85,desktop,ID,0,0.0
2786,treatment,35.7,desktop,ID,0,0.0
2787,control,39.11,mobile,VN,0,0.0
2788,treatment,5.7,mobile,ID,0,0.0
2789,treatment,19.17,mobile,MY,0,0.0
2790,control,17.25,desktop,SG,0,0.0
2791,treatment,45.62,desktop,SG,0,0.0
2792,treatment,42.78,mobile,VN,0,0.0
2793,control,34.87,mobile,PH,0,0.0
2794,treatment,46.16,desktop,PH,0,0.0
2795,treatment,26.24,mobile,PH,0,0.0
2796,treatment,106.47,mobile,ID,1,43.71
2797,control,20.69,mobile,ID,0,0.0
2798,treatment,24.36,mobile,ID,0,0.0
2799,treatment,8.87,mobile,SG,0,0.0
2800,treatment,31.16,desktop,ID,0,0.0
2801,control,30.35,mobile,SG,0,0.0
2802,treatment,54.63,mobile,VN,0,0.0
2803,control,32.82,mobile,SG,0,0.0
2804,treatment,8.45,desktop,SG,0,0.0
2805,control,25.78,desktop,MY,0,0.0
2806,treatment,26.49,desktop,MY,1,11.51
2807,treatment,39.67,desktop,SG,1,46.94
2808,control,27.03,mobile,SG,0,0.0
2809,control,17.05,desktop,PH,0,0.0
2810,control,27.47,mobile,MY,0,0.0
2811,control,28.28,mobile,PH,0,0.0
2812,treatment,10.4,mobile,SG,0,0.0
2813,control,12.89,mobile,PH,0,0.0
2814,control,27.14,desktop,MY,0,0.0
2815,treatment,50.63,mobile,VN,0,0.0
2816,treatment,28.62,mobile,SG,0,0.0
2817,treatment,24.59,desktop,VN,0,0.0
2818,treatment,35.16,mobile,SG,0,0.0
2819,control,26.29,mobile,ID,0,0.0
2820,treatment,5.82,desktop,MY,0,0.0
2821,control,16.59,mobile,ID,1,16.26
2822,treatment,55.66,mobile,VN,0,0.0
2823,treatment,27.57,mobile,ID,0,0.0
2824,treatment,9.72,mobile,ID,0,0.0
2825,control,28.1,desktop,SG,0,0.0
2826,control,22.86,mobile,VN,0,0.0
2827,treatment,94.23,mobile,ID,0,0.0
2828,control,11.75,mobile,PH,0,0.0
2829,treatment,38.88,desktop,VN,0,0.0
2830,treatment,55.94,mobile,ID,1,27.51
2831,treatment,39.64,mobile,SG,0,0.0
2832,treatment,9.9,mobile,SG,0,0.0
2833,treatment,28.24,mobile,SG,0,0.0
2834,treatment,12.95,mobile,MY,0,0.0
2835,control,18.51,mobile,VN,0,0.0
2836,control,39.94,mobile,ID,0,0.0
2837,treatment,5.56,desktop,SG,0,0.0
2838,treatment,47.93,desktop,SG,0,0.0
2839,control,71.2,mobile,PH,0,0.0
2840,treatment,43.27,mobile,SG,0,0.0
2841,treatment,19.78,mobile,SG,0,0.0
2842,treatment,75.88,mobile,PH,1,11.9
2843,control,33.22,mobile,SG,0,0.0
2844,control,4.73,mobile,VN,0,0.0
2845,treatment,11.53,mobile,PH,0,0.0
2846,treatment,31.87,desktop,PH,0,0.0
2847,control,28.11,mobile,MY,0,0.0
2848,control,37.29,desktop,SG,0,0.0
2849,treatment,35.64,desktop,MY,1,54.6
2850,treatment,13.42,mobile,ID,0,0.0
2851,control,18.29,mobile,SG,0,0.0
2852,treatment,32.38,mobile,SG,0,0.0
2853,treatment,82.47,desktop,SG,0,0.0
2854,treatment,50.48,mobile,SG,0,0.0
2855,treatment,60.8,desktop,ID,1,33.17
2856,treatment,40.98,desktop,SG,0,0.0
2857,treatment,22.58,mobile,SG,0,0.0
2858,treatment,16.44,mobile,SG,0,0.0
2859,treatment,7.9,mobile,PH,0,0.0
2860,control,24.58,mobile,SG,0,0.0
2861,control,32.15,mobile,PH,0,0.0
2862,treatment,15.2,desktop,SG,0,0.0
2863,treatment,5.0,mobile,MY,0,0.0
2864,control,3.11,desktop,SG,0,0.0
2865,treatment,3.69,desktop,ID,0,0.0
2866,control,65.9,desktop,SG,0,0.0
2867,control,71.71,mobile,VN,0,0.0
2868,treatment,48.14,desktop,MY,1,17.23
2869,treatment,39.1,mobile,SG,0,0.0
2870,control,36.58,mobile,ID,0,0.0
2871,treatment,7.33,desktop,SG,0,0.0
2872,treatment,102.02,mobile,SG,1,56.34
2873,treatment,24.65,mobile,MY,0,0.0
2874,treatment,27.92,desktop,ID,1,32.7
2875,treatment,18.01,desktop,MY,0,0.0
2876,control,6.49,mobile,SG,0,0.0
2877,control,31.37,mobile,SG,1,25.18
2878,control,51.85,mobile,SG,0,0.0
2879,control,35.97,mobile,SG,0,0.0
2880,treatment,7.25,mobile,MY,0,0.0
2881,treatment,72.32,desktop,MY,0,0.0
2882,treatment,54.43,mobile,ID,0,0.0
2883,treatment,6.86,mobile,SG,0,0.0
2884,treatment,18.4,desktop,SG,0,0.0
2885,treatment,87.03,mobile,SG,0,0.0
2886,control,19.03,desktop,SG,1,24.91
2887,control,19.21,mobile,SG,0,0.0
2888,control,27.33,desktop,ID,0,0.0
2889,treatment,33.82,mobile,SG,0,0.0
2890,treatment,23.32,mobile,ID,0,0.0
2891,control,47.96,mobile,VN,0,0.0
2892,control,20.5,mobile,SG,0,0.0
2893,treatment,15.7,mobile,MY,1,49.57
2894,control,4.18,mobile,PH,0,0.0
2895,treatment,30.92,mobile,MY,0,0.0
2896,treatment,93.01,mobile,VN,0,0.0
2897,control,38.06,mobile,SG,0,0.0
2898,treatment,56.76,mobile,SG,0,0.0
2899,treatment,32.3,mobile,SG,0,0.0
2900,treatment,31.52,desktop,VN,0,0.0
2901,treatment,2.63,mobile,ID,0,0.0
2902,control,16.14,mobile,SG,0,0.0
2903,control,20.16,mobile,ID,0,0.0
2904,treatment,42.89,mobile,ID,0,0.0
2905,control,21.42,desktop,PH,1,19.09
2906,treatment,4.81,mobile,MY,0,0.0
2907,treatment,3.78,mobile,VN,0,0.0
2908,control,19.92,mobile,SG,0,0.0
2909,control,26.75,mobile,MY,0,0.0
2910,treatment,95.0,mobile,VN,0,0.0
2911,treatment,8.32,desktop,SG,0,0.0
2912,treatment,14.75,desktop,SG,0,0.0
2913,treatment,15.5,desktop,SG,0,0.0
2914,treatment,73.78,mobile,MY,0,0.0
2915,treatment,19.57,desktop,VN,0,0.0
2916,treatment,21.61,mobile,ID,0,0.0
2917,treatment,36.28,mobile,ID,0,0.0
2918,treatment,52.71,desktop,PH,1,9.55
2919,treatment,26.26,mobile,SG,1,15.72
2920,control,39.13,desktop,SG,0,0.0
2921,control,4.08,mobile,SG,0,0.0
2922,control,52.65,mobile,ID,1,23.02
2923,treatment,42.71,desktop,VN,0,0.0
2924,treatment,114.18,desktop,ID,1,28.4
2925,treatment,24.21,mobile,ID,0,0.0
2926,treatment,61.45,mobile,SG,0,0.0
2927,control,47.55,mobile,VN,1,45.84
2928,treatment,24.42,mobile,SG,0,0.0
2929,control,3.56,desktop,MY,0,0.0
2930,control,48.35,mobile,ID,0,0.0
2931,control,25.53,desktop,SG,1,12.99
2932,control,70.95,desktop,MY,1,36.18
2933,treatment,26.65,desktop,SG,0,0.0
2934,treatment,6.03,desktop,PH,0,0.0
2935,control,27.27,desktop,PH,0,0.0
2936,treatment,27.37,mobile,ID,0,0.0
2937,treatment,35.47,mobile,SG,0,0.0
2938,treatment,41.17,desktop,PH,0,0.0
2939,treatment,25.28,mobile,PH,0,0.0
2940,treatment,4.53,desktop,MY,0,0.0
2941,treatment,7.83,mobile,SG,0,0.0
2942,treatment,26.18,mobile,ID,0,0.0
2943,treatment,26.64,mobile,MY,0,0.0
2944,control,53.62,desktop,SG,0,0.0
2945,control,28.39,desktop,MY,0,0.0
2946,treatment,51.37,desktop,ID,1,10.48
2947,control,30.83,mobile,MY,0,0.0
2948,treatment,18.77,mobile,VN,0,0.0
2949,treatment,80.52,desktop,ID,0,0.0
2950,treatment,24.24,mobile,ID,0,0.0
2951,treatment,23.88,desktop,PH,0,0.0
2952,treatment,29.3,mobile,ID,0,0.0
2953,treatment,50.14,desktop,ID,0,0.0
2954,treatment,20.83,desktop,MY,0,0.0
2955,control,30.56,mobile,MY,1,22.7
2956,treatment,15.28,mobile,ID,0,0.0
2957,control,35.38,mobile,VN,0,0.0
2958,control,2.14,mobile,SG,0,0.0
2959,control,14.62,mobile,PH,0,0.0
2960,control,16.59,mobile,SG,0,0.0
2961,control,21.95,desktop,MY,0,0.0
2962,treatment,18.02,mobile,VN,0,0.0
2963,treatment,50.29,mobile,MY,1,10.85
2964,control,42.65,mobile,SG,0,0.0
2965,treatment,10.81,desktop,MY,0,0.0
2966,treatment,30.47,mobile,MY,0,0.0
2967,treatment,66.04,desktop,MY,0,0.0
2968,treatment,15.62,mobile,ID,0,0.0
2969,treatment,19.84,mobile,ID,0,0.0
2970,treatment,37.64,mobile,MY,0,0.0
2971,control,6.9,mobile,SG,0,0.0
2972,control,23.96,mobile,ID,0,0.0
2973,treatment,60.33,desktop,PH,0,0.0
2974,treatment,79.34,mobile,ID,0,0.0
2975,treatment,11.54,desktop,PH,0,0.0
2976,treatment,57.67,desktop,SG,0,0.0
2977,control,8.88,mobile,SG,1,5.99
2978,treatment,89.58,mobile,MY,0,0.0
2979,treatment,39.0,desktop,MY,0,0.0
2980,control,23.99,desktop,SG,0,0.0
2981,treatment,20.41,mobile,SG,0,0.0
2982,treatment,40.17,desktop,SG,0,0.0
2983,treatment,71.56,mobile,VN,0,0.0
2984,control,41.99,mobile,PH,0,0.0
2985,control,58.45,mobile,MY,0,0.0
2986,control,53.74,mobile,SG,0,0.0
2987,treatment,51.12,desktop,SG,0,0.0
2988,treatment,97.32,mobile,SG,0,0.0
2989,control,58.38,mobile,PH,0,0.0
2990,treatment,30.12,desktop,MY,0,0.0
2991,treatment,36.47,desktop,MY,0,0.0
2992,treatment,7.36,mobile,ID,0,0.0
2993,control,5.88,mobile,PH,0,0.0
2994,treatment,21.31,mobile,VN,0,0.0
2995,treatment,28.0,mobile,MY,1,7.49
2996,treatment,21.24,mobile,ID,0,0.0
2997,treatment,24.02,mobile,VN,0,0.0
2998,treatment,56.46,desktop,SG,1,70.33
2999,treatment,34.54,mobile,MY,0,0.0
3000,treatment,5.03,desktop,PH,0,0.0
3001,treatment,47.28,desktop,PH,0,0.0
3002,control,46.29,desktop,ID,0,0.0
3003,control,28.45,desktop,PH,0,0.0
3004,treatment,33.2,desktop,VN,1,16.51
3005,treatment,18.09,mobile,SG,0,0.0
3006,control,38.67,desktop,PH,0,0.0
3007,control,18.62,desktop,VN,0,0.0
3008,control,25.74,mobile,MY,0,0.0
3009,treatment,51.39,mobile,ID,0,0.0
3010,treatment,29.97,mobile,ID,0,0.0
3011,control,28.77,desktop,PH,0,0.0
3012,control,71.46,mobile,PH,0,0.0
3013,treatment,23.14,mobile,ID,0,0.0
3014,treatment,56.41,mobile,PH,0,0.0
3015,control,34.14,mobile,MY,0,0.0
3016,control,18.52,mobile,VN,0,0.0
3017,treatment,19.91,desktop,SG,0,0.0
3018,control,41.92,mobile,MY,0,0.0
3019,treatment,80.99,mobile,MY,0,0.0
3020,treatment,13.38,mobile,ID,0,0.0
3021,treatment,10.05,desktop,SG,0,0.0
3022,treatment,69.33,mobile,MY,0,0.0
3023,control,49.86,mobile,MY,0,0.0
3024,treatment,33.23,mobile,MY,0,0.0
3025,treatment,7.09,mobile,SG,0,0.0
3026,control,57.89,mobile,PH,0,0.0
3027,treatment,6.85,desktop,PH,0,0.0
3028,treatment,51.21,desktop,SG,0,0.0
3029,treatment,23.29,mobile,ID,0,0.0
3030,control,28.96,mobile,ID,0,0.0
3031,treatment,20.56,desktop,MY,1,10.61
3032,treatment,13.73,mobile,SG,0,0.0
3033,treatment,20.26,mobile,SG,0,0.0
3034,treatment,41.76,desktop,SG,1,40.31
3035,control,3.28,desktop,VN,0,0.0
3036,treatment,7.55,mobile,MY,0,0.0
3037,control,45.67,mobile,MY,0,0.0
3038,treatment,34.27,desktop,MY,0,0.0
3039,treatment,87.46,mobile,MY,0,0.0
3040,treatment,9.15,mobile,PH,0,0.0
3041,treatment,12.08,mobile,PH,0,0.0
3042,treatment,26.33,desktop,ID,0,0.0
3043,control,29.87,mobile,SG,0,0.0
3044,treatment,33.4,mobile,MY,0,0.0
3045,treatment,32.64,mobile,MY,0,0.0
3046,treatment,45.34,mobile,ID,0,0.0
3047,treatment,4.4,desktop,ID,0,0.0
3048,control,32.34,mobile,MY,0,0.0
3049,control,17.85,mobile,VN,1,26.9
3050,treatment,16.51,desktop,ID,0,0.0
3051,treatment,79.25,mobile,ID,0,0.0
3052,treatment,21.38,mobile,SG,0,0.0
3053,control,61.65,mobile,SG,0,0.0
3054,treatment,124.47,mobile,ID,0,0.0
3055,treatment,21.25,mobile,ID,0,0.0
3056,treatment,27.72,desktop,MY,1,8.04
3057,control,25.98,mobile,MY,0,0.0
3058,treatment,30.59,desktop,SG,0,0.0
3059,control,70.58,mobile,PH,0,0.0
3060,control,50.49,mobile,SG,0,0.0
3061,treatment,30.58,mobile,SG,0,0.0
3062,treatment,28.66,mobile,MY,0,0.0
3063,treatment,13.35,desktop,SG,0,0.0
3064,treatment,35.78,mobile,VN,0,0.0
3065,control,9.04,desktop,VN,0,0.0
3066,treatment,14.47,desktop,ID,0,0.0
3067,treatment,29.6,desktop,PH,0,0.0
3068,control,14.96,mobile,MY,0,0.0
3069,control,7.11,desktop,SG,0,0.0
3070,control,24.74,desktop,VN,0,0.0
3071,treatment,11.23,mobile,SG,1,24.63
3072,treatment,40.25,mobile,SG,0,0.0
3073,control,31.52,mobile,SG,0,0.0
3074,treatment,8.19,mobile,SG,0,0.0
3075,control,35.79,desktop,SG,0,0.0
3076,treatment,43.97,mobile,MY,0,0.0
3077,treatment,31.22,mobile,MY,0,0.0
3078,control,23.12,desktop,PH,1,8.6
3079,treatment,19.17,desktop,ID,0,0.0
3080,treatment,87.78,desktop,ID,0,0.0
3081,treatment,30.65,mobile,SG,0,0.0
3082,control,28.37,mobile,ID,0,0.0
3083,treatment,21.72,desktop,SG,1,27.08
3084,control,9.56,desktop,ID,0,0.0
3085,control,18.06,mobile,SG,1,11.1
3086,control,40.9,desktop,SG,0,0.0
3087,treatment,34.66,desktop,PH,0,0.0
3088,control,34.29,mobile,ID,0,0.0
3089,treatment,29.99,mobile,ID,0,0.0
3090,treatment,12.8,mobile,VN,0,0.0
3091,treatment,28.48,mobile,VN,0,0.0
3092,treatment,52.13,mobile,SG,0,0.0
3093,treatment,26.59,mobile,MY,0,0.0
3094,control,1.94,mobile,MY,0,0.0
3095,treatment,14.12,mobile,PH,0,0.0
3096,treatment,3.93,mobile,MY,0,0.0
3097,treatment,12.34,mobile,SG,0,0.0
3098,treatment,101.47,mobile,PH,0,0.0
3099,treatment,19.12,mobile,SG,0,0.0
3100,treatment,12.81,desktop,MY,0,0.0
3101,control,5.38,mobile,SG,0,0.0
3102,control,22.09,mobile,ID,0,0.0
3103,control,62.57,mobile,VN,0,0.0
3104,control,13.08,desktop,ID,0,0.0
3105,treatment,36.88,desktop,PH,0,0.0
3106,control,31.62,mobile,MY,0,0.0
3107,treatment,16.5,mobile,PH,0,0.0
3108,treatment,44.58,mobile,VN,0,0.0
3109,control,19.24,desktop,ID,0,0.0
3110,control,14.07,mobile,PH,0,0.0
3111,treatment,15.25,mobile,SG,1,38.63
3112,control,32.22,mobile,MY,0,0.0
3113,treatment,88.03,mobile,ID,0,0.0
3114,control,51.7,mobile,SG,0,0.0
3115,control,14.73,desktop,ID,0,0.0
3116,treatment,27.77,desktop,VN,0,0.0
3117,treatment,12.97,desktop,PH,0,0.0
3118,treatment,11.99,desktop,ID,0,0.0
3119,control,4.0,mobile,SG,0,0.0
3120,treatment,34.82,mobile,SG,0,0.0
3121,treatment,16.62,desktop,SG,0,0.0
3122,control,22.72,mobile,PH,0,0.0
3123,treatment,34.89,desktop,ID,0,0.0
3124,treatment,6.96,mobile,PH,0,0.0
3125,treatment,9.04,mobile,SG,0,0.0
3126,treatment,37.09,mobile,ID,0,0.0
3127,control,10.38,desktop,SG,0,0.0
3128,control,11.12,desktop,ID,0,0.0
3129,treatment,50.58,mobile,VN,1,35.02
3130,treatment,25.1,mobile,SG,0,0.0
3131,treatment,60.76,desktop,ID,0,0.0
3132,treatment,79.12,mobile,VN,0,0.0
3133,treatment,67.27,mobile,VN,0,0.0
3134,treatment,6.68,desktop,ID,0,0.0
3135,control,30.75,desktop,MY,0,0.0
3136,control,49.87,mobile,SG,1,30.02
3137,treatment,34.43,desktop,SG,0,0.0
3138,treatment,19.22,desktop,SG,0,0.0
3139,treatment,10.14,desktop,MY,0,0.0
3140,control,42.28,desktop,PH,1,18.44
3141,treatment,6.61,desktop,ID,0,0.0
3142,control,5.04,mobile,MY,0,0.0
3143,control,11.81,desktop,PH,0,0.0
3144,treatment,26.35,mobile,ID,0,0.0
3145,control,62.29,desktop,ID,0,0.0
3146,treatment,20.59,mobile,ID,0,0.0
3147,control,49.32,mobile,PH,1,21.46
3148,control,11.1,mobile,VN,0,0.0
3149,control,17.73,mobile,PH,0,0.0
3150,control,18.89,desktop,MY,0,0.0
3151,treatment,14.31,mobile,PH,0,0.0
3152,treatment,55.98,mobile,SG,1,56.49
3153,control,6.28,desktop,SG,0,0.0
3154,control,55.15,mobile,VN,1,29.5
3155,treatment,31.68,mobile,VN,0,0.0
3156,treatment,41.7,mobile,PH,0,0.0
3157,treatment,13.14,mobile,SG,0,0.0
3158,control,40.76,desktop,PH,0,0.0
3159,control,4.35,mobile,ID,0,0.0
3160,treatment,23.05,mobile,ID,0,0.0
3161,treatment,32.51,mobile,ID,0,0.0
3162,treatment,13.74,mobile,ID,0,0.0
3163,control,6.64,mobile,PH,0,0.0
3164,control,11.81,mobile,PH,0,0.0
3165,treatment,19.27,mobile,VN,0,0.0
3166,treatment,17.4,mobile,SG,0,0.0
3167,control,2.76,desktop,PH,0,0.0
3168,control,40.1,mobile,SG,1,10.25
3169,treatment,7.32,desktop,SG,0,0.0
3170,treatment,30.83,mobile,MY,0,0.0
3171,treatment,13.37,desktop,SG,0,0.0
3172,treatment,4.7,desktop,MY,0,0.0
3173,treatment,45.07,desktop,MY,1,10.31
3174,control,20.94,mobile,SG,0,0.0
3175,treatment,33.46,mobile,SG,0,0.0
3176,treatment,34.28,mobile,PH,0,0.0
3177,treatment,31.27,mobile,ID,0,0.0
3178,treatment,12.93,desktop,MY,0,0.0
3179,treatment,34.82,mobile,PH,0,0.0
3180,treatment,47.01,desktop,SG,0,0.0
3181,control,13.81,mobile,SG,0,0.0
3182,treatment,9.41,desktop,ID,0,0.0
3183,treatment,14.93,desktop,SG,0,0.0
3184,control,51.53,mobile,PH,1,41.43
3185,treatment,23.12,desktop,MY,0,0.0
3186,treatment,64.13,mobile,PH,0,0.0
3187,treatment,17.68,mobile,ID,0,0.0
3188,treatment,25.31,mobile,ID,0,0.0
3189,control,65.9,desktop,SG,0,0.0
3190,control,73.33,desktop,ID,0,0.0
3191,treatment,41.77,mobile,SG,0,0.0
3192,treatment,8.92,desktop,SG,0,0.0
3193,control,25.49,desktop,ID,1,36.22
3194,treatment,23.96,desktop,SG,0,0.0
3195,treatment,9.72,mobile,VN,0,0.0
3196,control,57.5,mobile,SG,0,0.0
3197,treatment,33.75,mobile,MY,0,0.0
3198,treatment,11.61,mobile,MY,0,0.0
3199,control,8.63,mobile,SG,0,0.0
3200,treatment,29.46,desktop,ID,0,0.0
3201,treatment,4.49,desktop,SG,0,0.0
3202,treatment,48.26,mobile,VN,0,0.0
3203,control,17.06,mobile,MY,0,0.0
3204,treatment,7.63,desktop,ID,0,0.0
3205,control,37.33,mobile,MY,0,0.0
3206,control,11.73,mobile,VN,0,0.0
3207,treatment,22.42,mobile,SG,0,0.0
3208,control,28.37,mobile,MY,1,31.75
3209,treatment,10.66,mobile,VN,0,0.0
3210,treatment,33.75,mobile,SG,0,0.0
3211,treatment,59.8,mobile,ID,0,0.0
3212,control,51.31,desktop,PH,0,0.0
3213,control,23.73,mobile,ID,0,0.0
3214,control,43.56,mobile,SG,0,0.0
3215,control,9.35,mobile,SG,0,0.0
3216,treatment,21.79,desktop,SG,0,0.0
3217,treatment,53.04,desktop,ID,0,0.0
3218,control,9.78,mobile,PH,0,0.0
3219,treatment,28.91,desktop,ID,0,0.0
3220,control,44.58,mobile,ID,0,0.0
3221,treatment,27.58,desktop,MY,0,0.0
3222,treatment,76.85,mobile,ID,0,0.0
3223,control,18.25,mobile,PH,0,0.0
3224,treatment,16.1,desktop,MY,0,0.0
3225,treatment,6.47,mobile,VN,0,0.0
3226,treatment,29.91,desktop,MY,1,13.05
3227,treatment,27.68,mobile,ID,0,0.0
3228,control,12.4,desktop,VN,0,0.0
3229,control,33.52,desktop,SG,0,0.0
3230,treatment,69.97,desktop,SG,0,0.0
3231,treatment,16.35,desktop,ID,0,0.0
3232,treatment,60.79,mobile,MY,0,0.0
3233,treatment,42.1,mobile,SG,0,0.0
3234,treatment,21.91,desktop,SG,0,0.0
3235,control,2.27,mobile,SG,0,0.0
3236,treatment,22.57,desktop,MY,0,0.0
3237,treatment,12.64,desktop,PH,0,0.0
3238,control,31.83,mobile,MY,0,0.0
3239,treatment,16.02,desktop,SG,0,0.0
3240,control,21.15,mobile,ID,0,0.0
3241,treatment,13.37,desktop,MY,0,0.0
3242,treatment,15.53,desktop,MY,1,16.53
3243,treatment,33.79,mobile,SG,0,0.0
3244,treatment,3.9,mobile,SG,0,0.0
3245,control,54.89,mobile,SG,0,0.0
3246,control,38.42,desktop,VN,0,0.0
3247,treatment,3.46,mobile,SG,0,0.0
3248,control,31.08,mobile,SG,0,0.0
3249,control,18.17,desktop,ID,0,0.0
3250,control,14.95,mobile,SG,0,0.0
3251,treatment,20.88,desktop,PH,0,0.0
3252,treatment,21.91,mobile,VN,0,0.0
3253,control,11.87,mobile,SG,0,0.0
3254,treatment,16.42,mobile,VN,0,0.0
3255,control,51.57,desktop,PH,0,0.0
3256,treatment,5.37,desktop,VN,0,0.0
3257,control,46.19,desktop,PH,0,0.0
3258,treatment,12.24,mobile,VN,0,0.0
3259,treatment,35.38,mobile,VN,0,0.0
3260,treatment,6.72,mobile,VN,0,0.0
3261,treatment,12.04,mobile,SG,1,7.42
3262,control,20.12,mobile,MY,0,0.0
3263,treatment,2.43,desktop,SG,0,0.0
3264,control,6.94,mobile,SG,0,0.0
3265,treatment,67.41,mobile,SG,0,0.0
3266,treatment,43.36,mobile,PH,1,27.87
3267,treatment,47.64,mobile,SG,1,26.64
3268,control,38.13,desktop,SG,0,0.0
3269,treatment,15.09,desktop,PH,1,35.29
3270,treatment,75.84,desktop,SG,1,38.2
3271,control,96.85,desktop,PH,0,0.0
3272,treatment,8.52,desktop,MY,0,0.0
3273,control,24.14,mobile,SG,0,0.0
3274,treatment,22.12,desktop,SG,0,0.0
3275,treatment,23.42,mobile,ID,0,0.0
3276,treatment,47.13,mobile,SG,0,0.0
3277,control,24.74,desktop,MY,0,0.0
3278,control,27.18,mobile,MY,0,0.0
3279,treatment,24.8,mobile,VN,0,0.0
3280,treatment,7.24,mobile,VN,0,0.0
3281,control,74.98,mobile,ID,0,0.0
3282,treatment,6.41,mobile,SG,0,0.0
3283,treatment,18.97,mobile,PH,0,0.0
3284,control,20.8,mobile,MY,0,0.0
3285,control,32.77,mobile,ID,0,0.0
3286,control,38.52,mobile,MY,0,0.0
3287,treatment,2.98,mobile,MY,0,0.0
3288,treatment,28.31,desktop,ID,0,0.0
3289,control,9.9,mobile,SG,0,0.0
3290,treatment,34.81,desktop,SG,0,0.0
3291,treatment,29.87,desktop,SG,0,0.0
3292,treatment,1.73,mobile,MY,0,0.0
3293,treatment,7.1,mobile,PH,0,0.0
3294,control,22.88,desktop,VN,1,37.17
3295,control,39.09,desktop,PH,0,0.0
3296,treatment,44.09,desktop,MY,0,0.0
3297,treatment,33.11,mobile,PH,0,0.0
3298,control,14.64,mobile,PH,0,0.0
3299,treatment,30.25,mobile,ID,0,0.0
3300,control,23.31,mobile,ID,0,0.0
3301,treatment,15.67,desktop,MY,0,0.0
3302,control,51.01,mobile,MY,0,0.0
3303,treatment,27.23,desktop,VN,0,0.0
3304,treatment,26.87,desktop,SG,0,0.0
3305,control,43.64,mobile,ID,1,51.82
3306,control,16.04,mobile,ID,0,0.0
3307,control,23.04,mobile,ID,0,0.0
3308,treatment,7.92,mobile,PH,0,0.0
3309,treatment,11.09,mobile,MY,0,0.0
3310,control,6.3,mobile,ID,0,0.0
3311,control,8.48,mobile,PH,0,0.0
3312,control,9.77,desktop,ID,0,0.0
3313,treatment,21.92,mobile,MY,0,0.0
3314,treatment,35.88,mobile,MY,0,0.0
3315,treatment,15.13,mobile,ID,0,0.0
3316,treatment,26.43,desktop,SG,0,0.0
3317,treatment,94.51,mobile,VN,0,0.0
3318,control,13.93,mobile,MY,0,0.0
3319,control,19.27,mobile,VN,0,0.0
3320,control,17.29,desktop,VN,0,0.0
3321,control,72.17,desktop,MY,1,23.1
3322,treatment,28.98,desktop,SG,1,17.56
3323,treatment,5.74,mobile,PH,0,0.0
3324,treatment,31.76,mobile,VN,0,0.0
3325,control,11.06,mobile,ID,0,0.0
3326,control,22.5,mobile,ID,1,12.38
3327,control,40.47,desktop,ID,0,0.0
3328,treatment,28.06,mobile,ID,0,0.0
3329,control,9.61,mobile,SG,0,0.0
3330,control,5.1,mobile,PH,0,0.0
3331,treatment,14.15,mobile,MY,0,0.0
3332,control,30.32,desktop,VN,0,0.0
3333,treatment,13.94,mobile,ID,0,0.0
3334,control,13.94,mobile,MY,0,0.0
3335,treatment,24.31,desktop,ID,0,0.0
3336,control,47.59,desktop,ID,0,0.0
3337,treatment,1.19,mobile,SG,0,0.0
3338,treatment,9.16,mobile,PH,1,24.48
3339,control,6.68,mobile,PH,0,0.0
3340,treatment,16.31,desktop,SG,0,0.0
3341,treatment,44.34,desktop,ID,0,0.0
3342,treatment,35.4,desktop,SG,1,31.09
3343,treatment,26.74,mobile,SG,0,0.0
3344,treatment,38.3,mobile,PH,1,14.02
3345,treatment,22.1,desktop,ID,1,24.68
3346,treatment,26.27,mobile,ID,0,0.0
3347,treatment,73.87,desktop,VN,1,13.43
3348,control,41.86,mobile,MY,1,15.64
3349,treatment,55.74,mobile,PH,0,0.0
3350,treatment,87.63,mobile,SG,0,0.0
3351,treatment,7.75,mobile,ID,1,13.33
